"id","age","gender","income","education","region","loyalty_status","purchase_frequency","purchase_amount","product_category","promotion_usage","satisfaction_score"
11460,26,"Female",48740,"College","East","Silver","frequent",12470,"Electronics",0,4
11461,28,"Female",35365,"Bachelor","West","Regular","rare",11301,"Food",0,4
11462,34,"Female",42656,"College","East","Regular","rare",13783,"Books",0,5
11463,29,"Female",16898,"HighSchool","West","Regular","rare",5504,"Electronics",0,6
11464,37,"Female",14668,"College","South","Regular","occasional",4978,"Food",1,6
11465,35,"Female",36802,"College","West","Gold","occasional",11783,"Clothing",1,3
11466,23,"Female",47555,"HighSchool","North","Regular","occasional",15363,"Clothing",0,5
11467,27,"Female",12865,"Bachelor","East","Silver","frequent",6146,"Clothing",0,6
11468,26,"Male",10888,"HighSchool","West","Regular","rare",4114,"Health",1,6
11469,34,"Male",31477,"HighSchool","West","Regular","frequent",11109,"Books",0,3
11470,27,"Female",27704,"College","East","Silver","frequent",8250,"Electronics",0,6
11471,26,"Female",5608,"Bachelor","North","Regular","frequent",1537,"Clothing",0,4
11472,29,"Female",17078,"College","East","Regular","occasional",5418,"Clothing",0,6
11473,26,"Female",35030,"HighSchool","East","Regular","frequent",12975,"Food",1,4
11474,27,"Female",6066,"Bachelor","North","Regular","rare",1663,"Food",0,6
11475,35,"Female",34885,"HighSchool","East","Regular","rare",11807,"Food",1,4
11476,25,"Female",40254,"College","West","Silver","rare",15542,"Books",1,5
11477,22,"Male",45335,"College","East","Regular","rare",12232,"Electronics",1,5
11478,35,"Male",43322,"HighSchool","North","Regular","frequent",13154,"Clothing",0,4
11479,37,"Male",32736,"College","North","Gold","rare",13498,"Clothing",0,6
11480,36,"Male",42856,"College","North","Regular","occasional",13795,"Clothing",1,4
11481,28,"Female",48033,"College","East","Silver","occasional",20215,"Books",0,4
11482,35,"Female",26121,"HighSchool","South","Regular","frequent",10420,"Electronics",0,5
11483,29,"Female",30454,"Bachelor","North","Silver","frequent",9649,"Home",0,4
11484,31,"Male",42045,"HighSchool","East","Regular","occasional",13319,"Electronics",1,5
11485,25,"Female",25089,"HighSchool","North","Regular","rare",9002,"Health",0,5
11486,33,"Male",24735,"Bachelor","West","Regular","occasional",8180,"Books",1,5
11487,23,"Female",23200,"HighSchool","South","Regular","rare",8285,"Books",1,6
11488,25,"Female",38409,"Bachelor","East","Silver","occasional",10656,"Electronics",0,7
11489,24,"Female",29263,"HighSchool","West","Regular","rare",9810,"Health",0,4
11490,36,"Female",34975,"Masters","East","Regular","occasional",9924,"Health",1,4
11491,22,"Female",40216,"Bachelor","South","Silver","occasional",12862,"Health",1,6
11492,32,"Male",6055,"HighSchool","East","Regular","rare",1546,"Clothing",0,7
11493,34,"Female",45210,"College","East","Gold","rare",15374,"Books",0,4
11494,36,"Male",36857,"Masters","West","Regular","occasional",11591,"Clothing",0,5
11495,39,"Male",35078,"College","West","Regular","rare",14369,"Electronics",0,5
11496,24,"Female",14186,"HighSchool","West","Regular","rare",5767,"Books",0,4
11497,35,"Male",47756,"HighSchool","North","Regular","occasional",11148,"Electronics",0,5
11498,24,"Male",35476,"Bachelor","West","Regular","occasional",8913,"Electronics",1,5
11499,30,"Male",45278,"Bachelor","West","Regular","occasional",16093,"Health",0,4
11500,34,"Male",7904,"College","South","Regular","occasional",3325,"Food",1,5
11501,28,"Male",20289,"College","North","Gold","occasional",7372,"Food",0,5
11502,31,"Male",47081,"College","West","Regular","rare",13054,"Electronics",0,6
11503,38,"Male",14891,"College","East","Silver","frequent",5298,"Electronics",0,6
11504,31,"Female",19077,"College","West","Silver","frequent",8077,"Clothing",1,7
11505,27,"Female",47601,"Masters","South","Regular","rare",17829,"Beauty",0,5
11506,33,"Male",41131,"College","West","Regular","rare",15360,"Books",1,4
11507,26,"Male",41710,"HighSchool","East","Regular","rare",19751,"Clothing",1,7
11508,29,"Male",22664,"Bachelor","North","Silver","occasional",7718,"Books",1,5
11509,34,"Male",22778,"Masters","North","Silver","occasional",7616,"Food",1,5
11510,26,"Female",10345,"Bachelor","East","Regular","occasional",3432,"Electronics",0,3
11511,36,"Male",36886,"HighSchool","East","Regular","frequent",13038,"Books",1,3
11512,35,"Female",27444,"HighSchool","West","Silver","rare",11406,"Food",1,5
11513,29,"Female",5328,"Bachelor","South","Regular","rare",1940,"Books",0,6
11514,33,"Female",49253,"Bachelor","East","Regular","occasional",12638,"Electronics",0,4
11515,36,"Male",19351,"HighSchool","West","Gold","occasional",6869,"Food",0,5
11516,24,"Female",8916,"Bachelor","South","Regular","rare",2800,"Electronics",0,6
11517,33,"Male",26470,"Masters","West","Silver","rare",7947,"Electronics",0,6
11518,24,"Male",41121,"Bachelor","East","Silver","frequent",12128,"Clothing",1,5
11519,28,"Male",13071,"College","North","Regular","occasional",5072,"Electronics",0,5
11520,37,"Male",42077,"College","East","Regular","frequent",12934,"Health",1,3
11521,33,"Female",12644,"HighSchool","South","Regular","frequent",5107,"Food",0,4
11522,38,"Male",24202,"College","North","Regular","occasional",9658,"Clothing",0,7
11523,33,"Male",38534,"College","South","Regular","rare",8291,"Electronics",0,6
11524,34,"Male",25236,"College","North","Regular","occasional",9933,"Books",0,7
11525,19,"Male",48773,"Bachelor","South","Silver","rare",13395,"Electronics",1,3
11526,24,"Female",23166,"Bachelor","South","Regular","occasional",7471,"Electronics",0,5
11527,31,"Male",5603,"Masters","West","Silver","occasional",1787,"Health",0,8
11528,20,"Male",46208,"Bachelor","North","Silver","occasional",15372,"Home",0,4
11529,28,"Male",14970,"College","East","Regular","rare",5719,"Electronics",1,4
11530,27,"Male",34843,"College","East","Regular","rare",14370,"Beauty",1,6
11531,32,"Female",31449,"Bachelor","West","Silver","frequent",13454,"Food",1,5
11532,30,"Female",39677,"Bachelor","North","Silver","rare",12697,"Electronics",1,6
11533,34,"Male",15607,"Bachelor","East","Regular","rare",5461,"Electronics",0,3
11534,27,"Female",30351,"College","West","Regular","frequent",9016,"Electronics",0,4
11535,30,"Male",15261,"Masters","East","Silver","occasional",4986,"Health",1,4
11536,24,"Male",33955,"Bachelor","West","Regular","rare",11987,"Health",0,4
11537,33,"Female",7208,"HighSchool","West","Gold","frequent",2157,"Food",0,5
11538,25,"Female",19797,"Bachelor","West","Silver","rare",7016,"Food",0,3
11539,33,"Male",25137,"College","West","Regular","occasional",8852,"Clothing",0,7
11540,42,"Male",21669,"Bachelor","West","Regular","rare",8104,"Clothing",1,5
11541,30,"Male",39723,"Masters","West","Regular","frequent",14439,"Electronics",1,4
11542,33,"Female",23541,"HighSchool","East","Regular","frequent",8880,"Food",0,5
11543,35,"Female",48794,"HighSchool","North","Gold","frequent",16197,"Books",0,5
11544,32,"Female",30270,"Bachelor","South","Regular","rare",8790,"Electronics",0,4
11545,36,"Female",10880,"College","East","Regular","rare",3293,"Food",0,4
11546,26,"Female",12319,"Bachelor","East","Regular","occasional",4137,"Clothing",0,5
11547,22,"Male",36317,"College","East","Silver","frequent",17378,"Books",0,5
11548,32,"Male",39964,"College","South","Regular","frequent",12595,"Food",0,5
11549,29,"Male",34186,"Masters","North","Regular","occasional",10727,"Food",0,6
11550,28,"Female",13851,"Bachelor","East","Gold","rare",4545,"Food",0,3
11551,31,"Male",47804,"HighSchool","West","Regular","rare",16786,"Food",1,5
11552,25,"Male",14949,"Bachelor","South","Silver","occasional",5026,"Clothing",0,6
11553,25,"Female",39134,"College","West","Regular","rare",11719,"Electronics",0,5
11554,35,"Male",6663,"Bachelor","East","Regular","rare",2502,"Clothing",0,4
11555,35,"Female",39508,"HighSchool","East","Regular","frequent",10399,"Clothing",0,5
11556,29,"Male",21291,"College","South","Regular","rare",7171,"Health",0,5
11557,36,"Male",23991,"Bachelor","East","Regular","occasional",9270,"Health",0,6
11558,33,"Male",34441,"College","East","Regular","occasional",10334,"Clothing",0,6
11559,31,"Male",23142,"Bachelor","West","Regular","rare",6944,"Electronics",0,5
11560,22,"Female",15784,"College","North","Regular","occasional",5862,"Clothing",0,5
11561,35,"Male",17323,"Masters","North","Silver","occasional",7428,"Electronics",0,5
11562,37,"Female",46701,"College","South","Regular","frequent",18174,"Books",0,5
11563,31,"Male",11617,"College","West","Regular","occasional",3927,"Books",1,6
11564,30,"Female",21319,"College","West","Regular","frequent",7159,"Books",0,4
11565,31,"Male",49198,"HighSchool","West","Regular","occasional",17155,"Food",0,4
11566,30,"Female",42700,"HighSchool","North","Regular","frequent",16776,"Electronics",0,5
11567,24,"Female",31234,"Bachelor","North","Regular","frequent",12600,"Books",1,6
11568,26,"Male",26338,"College","East","Silver","frequent",8799,"Electronics",0,5
11569,35,"Male",11977,"HighSchool","West","Regular","rare",3790,"Food",0,5
11570,30,"Male",35518,"Bachelor","East","Regular","frequent",12542,"Clothing",0,5
11571,29,"Female",30338,"HighSchool","West","Regular","rare",11383,"Home",0,4
11572,33,"Female",36054,"Bachelor","West","Silver","occasional",12102,"Food",0,6
11573,36,"Female",10545,"Masters","North","Silver","rare",3738,"Electronics",1,6
11574,26,"Male",41425,"College","East","Silver","rare",15112,"Books",1,6
11575,30,"Male",16172,"College","North","Regular","frequent",5602,"Electronics",0,5
11576,27,"Female",24777,"College","East","Regular","rare",10543,"Health",0,4
11577,31,"Female",41294,"Bachelor","West","Silver","occasional",11916,"Books",0,4
11578,37,"Male",27469,"HighSchool","West","Regular","occasional",10248,"Food",0,5
11579,36,"Male",11227,"College","East","Silver","rare",3385,"Food",0,7
11580,31,"Male",15184,"College","South","Silver","occasional",6025,"Books",0,7
11581,29,"Female",34607,"HighSchool","East","Regular","occasional",13332,"Health",0,3
11582,28,"Female",12229,"College","East","Regular","rare",4655,"Electronics",0,6
11583,21,"Female",14800,"College","West","Regular","frequent",4592,"Health",1,6
11584,25,"Female",20751,"College","South","Silver","rare",7858,"Books",1,5
11585,31,"Female",45846,"Masters","East","Silver","rare",13865,"Clothing",0,5
11586,24,"Female",30206,"Bachelor","East","Silver","occasional",8809,"Books",0,5
11587,32,"Male",36238,"College","South","Regular","occasional",13380,"Electronics",0,5
11588,32,"Male",32023,"Masters","East","Silver","rare",9780,"Electronics",1,6
11589,26,"Female",24138,"Bachelor","North","Regular","frequent",9158,"Electronics",0,5
11590,31,"Male",6757,"Bachelor","North","Regular","frequent",2437,"Beauty",0,5
11591,33,"Male",8045,"College","North","Silver","rare",2619,"Health",0,5
11592,25,"Male",16387,"College","West","Regular","occasional",6051,"Electronics",0,4
11593,21,"Male",17024,"Masters","South","Regular","frequent",4478,"Clothing",0,3
11594,33,"Male",42566,"Bachelor","East","Silver","occasional",16254,"Books",0,5
11595,35,"Male",18542,"Bachelor","East","Regular","frequent",8627,"Clothing",1,4
11596,39,"Female",24239,"Bachelor","West","Regular","occasional",8643,"Health",0,6
11597,32,"Male",48280,"Bachelor","East","Gold","frequent",20966,"Food",0,4
11598,23,"Male",41145,"College","West","Regular","frequent",17504,"Food",0,5
11599,25,"Male",36588,"College","South","Regular","frequent",10803,"Electronics",1,5
11600,28,"Female",44612,"Bachelor","West","Regular","occasional",15337,"Electronics",0,5
11601,34,"Female",28382,"Bachelor","South","Silver","frequent",12405,"Electronics",1,6
11602,31,"Female",28834,"Bachelor","North","Gold","rare",11768,"Electronics",0,4
11603,29,"Female",41940,"College","East","Silver","frequent",14550,"Beauty",1,6
11604,26,"Male",46849,"Bachelor","North","Regular","frequent",17364,"Books",0,6
11605,33,"Female",8086,"Masters","East","Silver","occasional",2704,"Health",0,5
11606,34,"Female",9038,"College","East","Regular","occasional",3127,"Beauty",1,5
11607,34,"Female",22176,"College","East","Gold","rare",6996,"Clothing",0,5
11608,24,"Male",26217,"College","North","Silver","rare",9008,"Electronics",0,6
11609,34,"Male",38551,"HighSchool","East","Silver","rare",14407,"Clothing",0,5
11610,24,"Female",10899,"College","East","Silver","rare",4196,"Clothing",0,6
11611,32,"Male",11680,"Bachelor","South","Silver","rare",4273,"Clothing",1,6
11612,35,"Male",25648,"Bachelor","East","Silver","rare",9230,"Books",1,5
11613,27,"Male",42692,"College","East","Silver","frequent",17005,"Clothing",1,4
11614,34,"Female",16483,"College","East","Silver","rare",7004,"Food",0,5
11615,28,"Female",33741,"HighSchool","West","Silver","frequent",11489,"Health",0,4
11616,31,"Male",22537,"Masters","East","Silver","occasional",10406,"Clothing",0,5
11617,40,"Female",27724,"HighSchool","North","Regular","frequent",10043,"Books",0,3
11618,30,"Male",33356,"College","West","Silver","rare",7919,"Electronics",0,5
11619,27,"Male",46852,"Bachelor","East","Silver","rare",15896,"Electronics",0,5
11620,28,"Male",48661,"Bachelor","West","Silver","rare",13945,"Food",0,4
11621,28,"Male",24294,"College","South","Silver","frequent",5682,"Books",0,7
11622,33,"Male",17270,"College","East","Silver","frequent",4637,"Books",1,4
11623,25,"Male",12714,"Bachelor","North","Silver","rare",5275,"Books",0,4
11624,27,"Male",21984,"Bachelor","North","Silver","occasional",6084,"Health",1,4
11625,34,"Female",6381,"College","South","Regular","rare",2330,"Electronics",1,5
11626,31,"Male",30308,"HighSchool","East","Regular","occasional",11302,"Electronics",1,6
11627,41,"Male",11991,"HighSchool","South","Gold","rare",4035,"Books",1,4
11628,31,"Female",18933,"Bachelor","West","Regular","frequent",7940,"Food",0,5
11629,27,"Female",25768,"HighSchool","West","Regular","occasional",9667,"Clothing",0,5
11630,26,"Male",37340,"College","West","Silver","frequent",13143,"Clothing",1,3
11631,36,"Female",46005,"HighSchool","South","Regular","frequent",13185,"Electronics",0,4
11632,27,"Female",48248,"College","West","Silver","rare",16163,"Electronics",0,5
11633,31,"Female",43379,"Bachelor","South","Regular","frequent",15852,"Clothing",1,5
11634,27,"Female",36365,"Bachelor","West","Regular","rare",12507,"Clothing",1,5
11635,35,"Male",27743,"Bachelor","East","Regular","rare",10265,"Clothing",1,5
11636,33,"Female",43602,"College","West","Regular","frequent",18064,"Clothing",0,7
11637,30,"Male",23567,"Bachelor","East","Regular","rare",8247,"Food",0,4
11638,37,"Female",28422,"College","South","Silver","occasional",8544,"Clothing",0,6
11639,23,"Male",43173,"College","South","Regular","rare",10898,"Clothing",1,5
11640,29,"Male",5664,"College","South","Regular","rare",1691,"Clothing",0,3
11641,24,"Male",41892,"Masters","East","Regular","rare",15582,"Clothing",0,6
11642,31,"Female",42975,"College","West","Regular","frequent",16686,"Food",1,3
11643,34,"Female",18323,"Bachelor","North","Silver","frequent",7041,"Electronics",1,5
11644,32,"Female",14845,"College","West","Silver","rare",5274,"Clothing",0,7
11645,26,"Male",23772,"Masters","West","Gold","rare",7461,"Food",0,6
11646,29,"Male",10236,"College","South","Regular","rare",3669,"Food",0,5
11647,28,"Female",26410,"Bachelor","North","Regular","occasional",9528,"Beauty",0,6
11648,28,"Female",44497,"Masters","South","Silver","frequent",15196,"Food",1,5
11649,29,"Female",44063,"HighSchool","East","Regular","rare",14730,"Beauty",0,5
11650,33,"Female",18669,"Bachelor","South","Regular","occasional",6290,"Electronics",0,5
11651,25,"Male",20244,"College","East","Silver","occasional",7954,"Beauty",0,5
11652,28,"Male",24830,"College","South","Regular","rare",8596,"Electronics",0,6
11653,36,"Male",48735,"Bachelor","East","Silver","rare",16633,"Electronics",1,5
11654,34,"Male",8325,"HighSchool","South","Regular","rare",3142,"Electronics",1,6
11655,34,"Female",21325,"Bachelor","West","Regular","occasional",6492,"Books",0,4
11656,36,"Male",42905,"College","West","Silver","rare",15117,"Home",0,6
11657,31,"Male",8862,"Bachelor","West","Regular","occasional",3440,"Health",0,5
11658,34,"Female",34579,"Bachelor","North","Silver","rare",13028,"Clothing",0,6
11659,28,"Female",49981,"College","East","Regular","rare",19040,"Electronics",0,4
11660,25,"Female",6231,"HighSchool","West","Regular","rare",2022,"Health",0,5
11661,26,"Female",49849,"Masters","East","Regular","occasional",17350,"Health",0,5
11662,26,"Male",10120,"Bachelor","West","Silver","frequent",3518,"Food",0,4
11663,23,"Female",41280,"College","West","Regular","occasional",18668,"Health",0,9
11664,35,"Female",29857,"College","North","Regular","occasional",11924,"Food",0,5
